campaign_type,Platform,content_type,total_spend,Impressions,Engagement,Engagement_Rate,Log_Spend_Total,Log_Impressions,Log_Engagement
Flood The Feed,Meta,Paid - Brand,28115.22,926445,26240,0.028323321945717232,10.244101912991317,13.739111039144976,10.175078352087965
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,4536.69,436548,65482,0.1499995418602307,8.420173350974682,12.986655904547979,11.089545845951761
Flood The Feed,Instagram,Paid - Partnership,3618.56,452845,27024,0.05967604809592686,8.19410775047106,13.023307390817193,10.204517642507408
Bau,Meta,Influencer - Ogilvy - Boosted Only,6133.46,395014,16827,0.04259849018009488,8.721677333711161,12.886679017845783,9.730799444710412
Bau,Tiktok,Influencer - Cfg - Boosted Only,6046.3,1868200,268526,0.14373514612996466,8.707367170420152,14.440486493695339,12.500706746534592
Bau,Meta,Paid - Brand,32525.51,257430,5509,0.02139999223089772,10.389810728129348,12.45850700201287,8.61431990214696
Mm,Meta,Influencer - Ogilvy - Organic Only,130.87,174558,12216,0.06998247000996803,4.881816588819608,12.070018072361213,9.41058370340406
Mm,Meta,Owned - Boosted Only,235.4,655901,24771,0.03776637022965356,5.465525285531943,13.39376666652249,10.117469262057952
Flood The Feed,Instagram,Influencer - Cfg - Boosted Only,1571.33,316448,14792,0.04674385681059763,7.360313874622385,12.664917370141577,9.601909374892236
Flood The Feed,Instagram,Owned - Boosted Only,10247.16,399417,14321,0.03585475831023717,9.23485345625719,12.89776376654974,9.569552095566886
Mm,Tiktok,Influencer - Cfg - Boosted Only,427.26,516751,77512,0.14999874214079895,6.05973048777807,13.155318347880018,11.258200943209816
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,2019.52,238747,11976,0.05016188685093425,7.611110183009504,12.383163881344538,9.390743422947507
Bau,Meta,Owned - Boosted Only,1980.12,48554,1891,0.03894632779997528,7.591417620330867,10.790452455028454,7.545389749611823
Bau,Meta,Influencer - Ogilvy - Boosted Only,2108.22,497412,46774,0.09403472373002662,7.654073489879517,13.11717594591662,10.75310415114229
Mm,Instagram,Paid - Brand,16152.78,276874,7628,0.027550438105419794,9.689909356991588,12.531321419781538,8.93971205409023
Bau,Instagram,Paid - Brand,141497.84,309038,11916,0.03855836499071311,11.860046798151968,12.64122276150785,9.385721231090805
Bau,Tiktok,Owned - Boosted Only,2875.01,393464,24867,0.06320019112294899,7.964159195886353,12.882747397521587,10.121337115389228
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,83.62,142081,9454,0.0665395091532295,4.438170645291922,11.8641596347035,9.154298981092557
Mm,Instagram,Owned - Boosted Only,1319.31,150108,8182,0.05450742132331388,7.185621836492676,11.919116975850672,9.009814110527381
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,115.01,495674,15037,0.030336471148375746,4.753676394287315,13.113675749006763,9.618335609937972
Flood The Feed,Tiktok,Owned - Boosted Only,15325.3,1439510,51005,0.035432195677695885,9.637325585917917,14.179814030547373,10.839698551845414
Flood The Feed,Meta,Owned - Boosted Only,1782.85,350855,9108,0.02595944193470237,7.486529228887484,12.76813116185956,9.11701821474481
Mm,Tiktok,Influencer - Cfg - Boosted Only,928.23,338554,50783,0.1499997046261453,6.8343562862123575,12.73244183967196,10.835336623326135
Mm,Instagram,Influencer - Ogilvy - Organic Only,378.3,307757,25680,0.08344245622357899,5.938327448694853,12.637069038834746,10.153506697855693
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,548.08,701662,78011,0.11118031188806006,6.308244150383459,13.46120851076365,11.264617939992469
Mm,Tiktok,Paid - Brand,476.66,731558,32672,0.044660847123536344,6.168899182328542,13.5029331523757,10.394304327743797
Mm,Instagram,Influencer - Cfg - Boosted Only,1698.96,595592,52262,0.0877479885559242,7.438360000355722,13.29731282686866,10.86404394270827
Mm,Tiktok,Paid - Partnership,1734.63,955836,41465,0.043380872869404376,7.45912573886354,13.770342675404354,10.63262909331945
Bau,Instagram,Influencer - Cfg - Boosted Only,7509.34,497785,34839,0.06998804704842453,8.924036016702765,13.117925544775673,10.458521430966439
Bau,Meta,Owned - Boosted Only,4861.97,120900,6317,0.05224979321753515,8.489404641353294,11.70272730786727,8.75115798136203
Bau,Instagram,Influencer - Ogilvy - Boosted Only,2258.93,192178,18954,0.09862731426073744,7.7230891183353165,12.166182508362626,9.849823027950436
Bau,Meta,Owned - Boosted Only,1036.38,101713,2524,0.02481492041331983,6.944453582764811,11.52992023234609,7.83399634170946
Mm,Tiktok,Influencer - Ogilvy - Organic Only,272.06,114348,16260,0.14219750236121315,5.6096915512566055,11.647010454331797,9.696524881825722
Mm,Tiktok,Paid - Brand,131.25,1226533,62721,0.051136822246119755,4.8846940707384086,14.019702863454222,11.046467542270987
Mm,Meta,Owned - Boosted Only,2578.42,214770,9586,0.044633794291567726,7.855319846441411,12.277327623191283,9.168163293076997
Flood The Feed,Instagram,Paid - Brand,2817.34,869936,34570,0.03973855547994335,7.943903338125995,13.676176074215658,10.450770459312455
Mm,Instagram,Owned - Boosted Only,3734.81,195135,10128,0.0519025290183719,8.225719941524448,12.181452030347927,9.223157875686796
Mm,Meta,Paid - Partnership,4730.1,128337,3083,0.024022690260797744,8.461913012588061,11.762422687577034,8.03398273468322
Mm,Tiktok,Influencer - Ogilvy - Organic Only,312.08,275272,21881,0.07948865122497022,5.746458748936638,12.525518611493588,9.993419660036736
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,151.17,251675,14384,0.057153074401509886,5.024998316932023,12.435897824968094,9.573941275985648
Bau,Instagram,Owned - Boosted Only,927.55,211819,8339,0.03936851746066217,6.833624229639062,12.26349213639766,9.028818495352793
Mm,Meta,Owned - Boosted Only,5499.32,111319,6002,0.05391712106648461,8.612561551346248,11.620164215639827,8.700014623251842
Bau,Tiktok,Owned - Boosted Only,6056.55,422584,37453,0.08862853302538667,8.709060706886907,12.954145888976646,10.530868792320454
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,36250.62,1736676,89973,0.05180759105325346,10.49823934893944,14.367484075139707,11.40727601868708
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,437.31,652551,63137,0.096754123432498,6.082926422587722,13.388646108490219,11.053078085968867
Bau,Tiktok,Influencer - Ogilvy - Organic Only,249.05,132254,11749,0.08883663254041466,5.521660897864913,11.792487156189237,9.371608519572305
Bau,Instagram,Owned - Boosted Only,959.99,130730,4526,0.034620974527652414,6.867964003088888,11.78089705588028,8.417814747435958
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,746.32,198559,10667,0.05372206749631092,6.616493473591637,12.198846600438435,9.275003885301905
Bau,Meta,Influencer - Ogilvy - Boosted Only,14479.12,203479,24203,0.11894593545279857,9.580531953198186,12.223322998936702,10.094273187742212
Bau,Tiktok,Owned - Boosted Only,6247.75,405521,20688,0.05101585367958749,8.74013672272778,12.912930405073308,9.937357437043744
Bau,Meta,Paid - Partnership,8522.5,217331,8115,0.03733935793789197,9.05058233359098,12.289181417252536,9.001592700945706
Mm,Tiktok,Influencer - Cfg - Boosted Only,138708.07,787672,106746,0.13552087671010268,11.840133997099288,13.576838308094931,11.578216827651477
Mm,Tiktok,Paid - Partnership,1038.19,454538,46391,0.10206187381473056,6.946196842523332,13.027038997499183,10.744882309556276
Mm,Tiktok,Owned - Boosted Only,1163.92,1187499,96914,0.08161185819945954,7.060407694114044,13.987360814890934,11.481589584660375
Bau,Tiktok,Owned - Boosted Only,1282.16,489957,43292,0.0883587743414218,7.157081064556565,13.102074952127415,10.675746238104187
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,276.39,103054,4175,0.04051274089312399,5.625424458204273,11.543018105277397,8.337109129562474
Mm,Meta,Influencer - Cfg - Boosted Only,2056.42,469296,32563,0.06938691145886605,7.629208049656778,13.05899110926261,10.390962662693868
Bau,Instagram,Influencer - Ogilvy - Boosted Only,3891.51,121273,9786,0.08069397145283781,8.266809472747886,11.70580772735689,9.18881025342582
Bau,Meta,Influencer - Cfg - Boosted Only,7449.32,609685,48566,0.0796575280677727,8.916012263471284,13.32069934951976,10.790699566909616
Bau,Meta,Influencer - Ogilvy - Organic Only,341.7,195789,9662,0.04934904412403148,5.836855428880563,12.184797935251318,9.176059437999308
Bau,Meta,Influencer - Cfg - Boosted Only,246.8,472126,28942,0.061301432244782114,5.512621969195042,13.065003296172055,10.273083657563381
Flood The Feed,Tiktok,Paid - Brand,4479.95,373526,12963,0.03470441147336464,8.407590356500279,12.8307455700989,9.469931564261438
Bau,Instagram,Owned - Boosted Only,14468.5,210736,13650,0.06477298610583858,9.579798264778345,12.258366189501276,9.521568058002977
Mm,Instagram,Paid - Partnership,3110.31,285653,18168,0.06360164255232748,8.042799138349206,12.562536567205274,9.807472124102441
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,88.58,262116,11499,0.04386988966717026,4.495132080779154,12.476546247948306,9.350102314351341
Flood The Feed,Instagram,Paid - Brand,1553.48,361639,14843,0.041043692743315846,7.348896363542771,12.798404520851303,9.605351022180487
Mm,Meta,Paid - Brand,1453.71,768045,16913,0.02202084513277217,7.282561847025398,13.551604906169459,9.735896960342167
Bau,Instagram,Paid - Partnership,2252.27,176714,13092,0.07408581097140012,7.720137773465029,12.08229354434833,9.479833015227753
Flood The Feed,Instagram,Owned - Boosted Only,4003.13,678481,22941,0.03381229540694581,8.29508160744052,13.427613228796831,10.040724570841213
Flood The Feed,Tiktok,Influencer - Cfg - Boosted Only,4449.63,1826516,179727,0.09839880953684502,8.400800938173477,14.41792143259272,12.09919987588135
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,14738.53,475058,39152,0.0824151998282315,9.598288279210534,13.071194285829606,10.575232326835637
Bau,Instagram,Paid - Brand,93746.27,235762,7920,0.03359319992195519,11.448357823408662,12.370582342135503,8.97727273946428
Mm,Instagram,Influencer - Ogilvy - Boosted Only,26372.49,915552,56349,0.06154647687952186,10.180114617954622,13.727283533283403,10.939337519467923
Bau,Instagram,Influencer - Ogilvy - Organic Only,97.5,93396,4193,0.044894856310762773,4.590056548178043,11.444614503786731,8.341410211461865
Mm,Meta,Influencer - Ogilvy - Organic Only,59.23,88128,3527,0.04002133260711692,4.09817056705563,11.386556929155393,8.168486417126681
Flood The Feed,Tiktok,Paid - Partnership,2829.83,843712,80604,0.0955349692786164,7.948325233856369,13.645567668355504,11.2973159613101
Flood The Feed,Meta,Influencer - Ogilvy - Boosted Only,666.79,1002022,50744,0.05064160267938229,6.503973752854158,13.817531514455322,10.834568369882918
Bau,Tiktok,Owned - Boosted Only,2767.79,522762,24636,0.04712660828445832,7.926165680641685,13.166883485465643,10.112004656988175
Bau,Tiktok,Owned - Boosted Only,5290.22,397856,30439,0.07650758063218853,8.573804122081286,12.893847923221717,10.323512811975622
Flood The Feed,Tiktok,Owned - Boosted Only,4599.73,2808389,153077,0.054507050127314986,8.433970265538537,14.84812192337256,11.938702874390271
Bau,Instagram,Owned - Boosted Only,1344.13,132136,5905,0.04468880547314888,7.204245941640309,11.791594542132573,8.683724062303869
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,78.46,501314,38691,0.07717917313300646,4.375253750386452,13.124989925006208,10.563388139302438
Mm,Instagram,Influencer - Ogilvy - Organic Only,83.87,79823,6178,0.07739623917918395,4.441120673981586,11.287579490100818,8.72891172506098
Mm,Instagram,Owned - Boosted Only,1302.01,336345,18873,0.05611202782856888,7.172432251692479,12.725895671009022,9.845540592581278
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,32.6,824517,118702,0.14396549737603956,3.5145260669691587,13.622554252156466,11.684379854077877
Mm,Tiktok,Influencer - Cfg - Boosted Only,1188.94,529246,55357,0.10459597238335291,7.0816581646663685,13.17921052058237,10.92157646247132
Mm,Meta,Owned - Boosted Only,4923.06,456547,33043,0.07237589996210686,8.501888672445377,13.031449121353695,10.405595285682397
Mm,Meta,Influencer - Ogilvy - Organic Only,124.34,104254,3473,0.0333128704893817,4.831030044796529,11.55459510014162,8.153061946801051
Flood The Feed,Instagram,Owned - Boosted Only,995.86,333586,30175,0.09045643402301055,6.904610338838058,12.717658979882485,10.314802185433184
Bau,Tiktok,Owned - Boosted Only,1371.39,384771,25270,0.06567542772194371,7.224309024452356,12.860406230053417,10.137412772215015
Bau,Tiktok,Owned - Boosted Only,17722.49,1736234,97720,0.056282736082809114,9.782646157362393,14.367229533704517,11.489871758639005
Mm,Meta,Paid - Partnership,1430.59,630849,27865,0.044170633543050716,7.26654099367608,13.354823395355888,10.235162586673537
Mm,Tiktok,Influencer - Ogilvy - Organic Only,940.78,374581,28249,0.07541493028210187,6.847771701652773,12.833566016582955,10.248848736574587
Mm,Instagram,Influencer - Ogilvy - Organic Only,267.91,273757,23530,0.0859521400366018,5.59437675112927,12.519999783430135,10.066073979755881
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,6379.92,1476493,120781,0.08180262283668124,8.761067566569883,14.205180916493788,11.701742546757746
Bau,Meta,Influencer - Ogilvy - Boosted Only,23700.19,542943,27885,0.051358982434620205,10.073280536833158,13.204761462842667,10.235880049754966
Mm,Tiktok,Influencer - Ogilvy - Organic Only,171.87,495272,32560,0.06574165307144357,5.152539866934696,13.112864404673756,10.390870532175569
Flood The Feed,Meta,Owned - Boosted Only,5182.33,365230,14588,0.03994195438490814,8.553202985852247,12.808285309094947,9.588023099071895
Flood The Feed,Instagram,Owned - Boosted Only,20285.83,442449,23689,0.05354063406177887,9.91772718601564,13.000082742695497,10.07280829715283
Bau,Tiktok,Paid - Brand,387.69,614862,35819,0.058255348354590133,5.962782110745659,13.329154757745377,10.486261675614703
Bau,Tiktok,Owned - Boosted Only,76487.46,338193,23837,0.07048342218792228,11.244895158762468,12.731374974307576,10.079036225042653
Bau,Instagram,Paid - Partnership,4333.26,612459,28569,0.04664638775820096,8.37430617106758,13.325238913146032,10.260112495224819
Flood The Feed,Instagram,Paid - Partnership,4530.25,617521,31347,0.05076264612863368,8.418753118602984,13.33346997437999,10.352905748172756
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,94.97,390805,45302,0.1159197042003045,4.564035642629536,12.875966552154708,10.7211285344439
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,639.21,559861,40841,0.0729484639937413,6.461796247532483,13.235445603771394,10.617466242676006
Mm,Instagram,Paid - Partnership,17900.25,122329,4965,0.04058726875883887,9.792625821792912,11.714477590040962,8.510369966068112
Mm,Instagram,Paid - Partnership,5249.13,736575,34665,0.047062417269117196,8.566008117183861,13.509767700328164,10.453514658501255
Mm,Tiktok,Influencer - Cfg - Boosted Only,1296.21,2074100,128956,0.06217443710525047,7.167971083314951,14.545038364753685,11.767234294442572
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,110.14,815993,40429,0.04954576816222688,4.710790667851775,13.612162280978035,10.607327362634816
Bau,Tiktok,Influencer - Ogilvy - Boosted Only,644.29,659200,63829,0.09682797330097087,6.469699828153503,13.398783774566539,11.063978578250103
Flood The Feed,Instagram,Influencer - Cfg - Boosted Only,1279.06,266549,26595,0.09977527584046461,7.154662230815064,12.493317122250907,10.188516107522345
Bau,Meta,Influencer - Ogilvy - Boosted Only,7905.4,329394,30953,0.09396953192832899,8.975427837061973,12.705012917496934,10.340257510472705
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,598.77,206242,15082,0.07312768495262846,6.396546248391809,12.236810364227034,9.621323560768252
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,141.8,235533,14722,0.06250504175635686,4.9614450499054845,12.36961055569077,9.597166175865409
Bau,Tiktok,Influencer - Cfg - Boosted Only,5054.75,282564,41830,0.14803725881570193,8.528281488401658,12.55166389159791,10.641392970437847
Bau,Tiktok,Paid - Partnership,2635.36,793378,52757,0.06649667623755637,7.877154456858944,13.58405631834807,10.873470698607058
Mm,Meta,Paid - Brand,5914.31,545922,17982,0.032938771472847767,8.685299184168509,13.210233219140965,9.797182146165197
Flood The Feed,Instagram,Influencer - Cfg - Boosted Only,7817.22,1396194,113739,0.08146360749294153,8.964212186146279,14.149261237363193,11.641670420860791
Bau,Tiktok,Paid - Brand,8634.37,436614,32282,0.07393716188670084,9.063621838533667,12.986807078898101,10.382296054868503
Mm,Instagram,Influencer - Ogilvy - Boosted Only,1080.75,895043,63671,0.07113736435009267,6.986335379104994,13.704628158059753,11.061500184485686
Flood The Feed,Meta,Owned - Boosted Only,348.57,433875,14006,0.03228118697781619,5.85670382774231,12.980514057972725,9.547312483639047
Bau,Meta,Influencer - Ogilvy - Organic Only,344.0,100517,4431,0.04408209556592417,5.84354441703136,11.518092094921588,8.39660622842712
Mm,Tiktok,Owned - Boosted Only,175.16,274893,8768,0.0318960468254921,5.1713926729743696,12.524140847796556,9.078978053779355
Mm,Tiktok,Influencer - Cfg - Boosted Only,277.04,973668,118321,0.12152088802343304,5.627764988232285,13.788826689138473,11.681165000554872
Mm,Meta,Owned - Boosted Only,5643.09,173298,6765,0.0390368036561299,8.638364258983058,12.062773705346599,8.819665349340653
Bau,Meta,Owned - Boosted Only,2964.89,124734,7754,0.06216428559975628,7.994932435024299,11.733946765903337,8.956093075610639
Bau,Tiktok,Influencer - Ogilvy - Organic Only,356.87,182700,15471,0.08467980295566502,5.880169791961964,12.115606215804869,9.646787217693076
Flood The Feed,Instagram,Paid - Brand,4074.79,134253,4786,0.03564911026196808,8.312819871916242,11.80748880708553,8.473659189392508
Bau,Meta,Influencer - Ogilvy - Organic Only,75.04,74617,3456,0.04631652304434646,4.331259517620229,11.22013704395013,8.148156439921625
Bau,Tiktok,Influencer - Cfg - Boosted Only,44202.2,972378,78648,0.08088212608676873,10.696552463635213,13.7875009251399,11.272750193847424
Flood The Feed,Meta,Owned - Boosted Only,7036.56,1086715,56791,0.05225933202357564,8.859016798166486,13.898670862417294,10.947150749719222
Flood The Feed,Instagram,Influencer - Ogilvy - Organic Only,157.53,138910,11509,0.08285220646461738,5.065943849855136,11.84158871927129,9.350971501715929
Flood The Feed,Meta,Owned - Boosted Only,5378.84,792709,37980,0.047911654844337584,8.590413912936642,13.583212733858582,10.54484131366684
Mm,Tiktok,Paid - Partnership,14390.58,383384,34152,0.08908039980802537,9.574398592325164,12.85679498519766,10.438605708871151
Mm,Instagram,Paid - Partnership,4009.41,986999,38526,0.03903347419804883,8.296648759463041,13.802425318415619,10.55911457318215
Flood The Feed,Instagram,Paid - Brand,40293.51,572714,18088,0.03158295414465161,10.603970510367017,13.258143489762366,9.803059297701635
Flood The Feed,Instagram,Paid - Brand,1442.56,357848,15606,0.04361069504370571,7.274867563878234,12.787866388695884,9.655474810542554
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,6530.59,552428,31588,0.0571803022294308,8.784405684208549,13.22208019732901,10.360564237707871
Flood The Feed,Tiktok,Paid - Brand,74117.4,2577016,140995,0.054712504695353076,11.213419093550003,14.762143086430749,11.856486800163577
Bau,Meta,Influencer - Cfg - Boosted Only,3155.82,449064,31093,0.0692395738692035,8.057320470777931,13.014922922393778,10.344770153509685
Bau,Instagram,Influencer - Cfg - Boosted Only,642.79,263746,12278,0.04655236477520038,6.46737258596992,12.48274558930014,9.415645765160512
Mm,Meta,Owned - Boosted Only,5425.33,455598,15607,0.034256076628957986,8.599018309651864,13.029368315644941,9.655538882302947
Flood The Feed,Instagram,Owned - Boosted Only,31602.14,192911,6564,0.034026053465069386,10.36101176172703,12.169989405357093,8.789507786736896
Bau,Tiktok,Influencer - Cfg - Boosted Only,4174.2,1111786,166767,0.14999919049169536,8.336917540329203,13.921479188682651,12.024358903979104
Flood The Feed,Tiktok,Paid - Partnership,1497.68,1355724,80409,0.05931074466484329,7.312339999662994,14.119846924555416,11.294893825542195
Mm,Instagram,Paid - Brand,2300.91,503190,23499,0.0467000536576641,7.741494492079662,13.128725098675828,10.06475570013225
Bau,Instagram,Paid - Partnership,280.17,499082,36242,0.07261732540945175,5.6389594686121916,13.120527693567242,10.498001538187674
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,1166.38,580134,48442,0.08350139795288675,7.062517200534534,13.271016114059206,10.788143128036669
Mm,Meta,Paid - Brand,4407.27,274819,6470,0.023542768149218213,8.391237601225509,12.523871616885765,8.775085935057266
Bau,Instagram,Influencer - Ogilvy - Boosted Only,2868.86,537934,45591,0.0847520327772552,7.962018527076055,13.195493014000991,10.727487541514835
Mm,Meta,Influencer - Cfg - Boosted Only,1709.71,772373,18928,0.02450629423866448,7.444663768001458,13.55722416765456,9.84845041660622
Bau,Meta,Influencer - Cfg - Boosted Only,16699.74,159350,8232,0.0516598682146219,9.723208308800372,11.978864595319987,9.015905747298426
Flood The Feed,Tiktok,Influencer - Ogilvy - Boosted Only,555.85,353887,45117,0.12748984845445016,6.322295903839109,12.776735757875086,10.717036558948369
Mm,Instagram,Owned - Boosted Only,1478.0,285108,14843,0.05206097338552408,7.2991214627108,12.56062684227343,9.605351022180487
Mm,Meta,Influencer - Ogilvy - Boosted Only,6097.06,433858,15943,0.03674704626859479,8.715725966791366,12.980474875503418,9.676837861892631
Flood The Feed,Tiktok,Owned - Boosted Only,13285.12,503472,20831,0.04137469412400292,9.494475160248225,13.129285365075296,9.944245545008295
Flood The Feed,Tiktok,Influencer - Ogilvy - Organic Only,96.73,856887,92891,0.10840519228322988,4.582208574350744,13.661062500591363,11.439192806992713
Mm,Tiktok,Paid - Brand,1766.97,414625,18071,0.043583961410913474,7.477587274727833,12.935132188064353,9.80211905814784
Bau,Instagram,Owned - Boosted Only,67179.4,290683,17461,0.06006887227667253,11.115136817301579,12.579992045472551,9.767782370370753
Mm,Instagram,Influencer - Ogilvy - Organic Only,415.83,166484,10351,0.06217414286057519,6.03267846481631,12.02266049425419,9.244935016740682
Bau,Tiktok,Paid - Brand,2220.47,412940,19601,0.047466944350268804,7.705924417895852,12.93106000459526,9.883386880829125
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,307.24,274383,17228,0.06278814649595638,5.730878700317902,12.522283864095929,9.754349289532406
Bau,Instagram,Influencer - Ogilvy - Boosted Only,2641.03,277862,10985,0.03953401328717133,7.879302840051868,12.534883465448713,9.304377013902565
Flood The Feed,Tiktok,Paid - Brand,11783.92,1036107,67092,0.06475392985473508,9.37457602705699,13.85098194347246,11.113834995610263
Mm,Meta,Influencer - Ogilvy - Organic Only,8.2,497790,24059,0.048331625785974004,2.2192034840549946,13.11793558920217,10.08830598952867
Mm,Instagram,Paid - Partnership,15713.48,162501,9374,0.05768579885662242,9.662337859279175,11.998445588368497,9.14580185083861
Flood The Feed,Meta,Owned - Boosted Only,613.93,285080,20046,0.07031710397081521,6.421508440190189,12.560528629396943,9.905834795604477
Mm,Instagram,Paid - Brand,2239.43,336925,16796,0.0498508570156563,7.714423090712014,12.727618600652544,9.728955578017002
Mm,Tiktok,Owned - Boosted Only,6269.94,476761,35107,0.07363647613793914,8.74368154264523,13.074772693570647,10.466184303712009
Mm,Tiktok,Influencer - Ogilvy - Boosted Only,109658.18,638484,61037,0.09559675731889915,11.605132471271865,13.366853461618087,11.019251900021803
Bau,Meta,Paid - Partnership,14414.38,610805,31395,0.051399382781738855,9.576050971154114,13.322534675461078,10.354435775246705
Flood The Feed,Tiktok,Owned - Boosted Only,7770.54,332525,35824,0.10773325313886174,8.958223621921224,12.71447333150966,10.486401252696373
Flood The Feed,Tiktok,Owned - Boosted Only,534.05,690561,36347,0.05263401784925589,6.28236020047301,13.445261037807844,10.500894460815237
Bau,Instagram,Owned - Boosted Only,2707.53,242444,14096,0.058141261487188796,7.9041613312780745,12.398530159512019,9.553717287770926
Mm,Meta,Paid - Partnership,5613.23,950817,39218,0.041246633158641466,8.633059725088676,13.765077945715147,10.57691660222997
Bau,Tiktok,Owned - Boosted Only,2066.82,612732,57781,0.09430060776979168,7.63425019122111,13.325684557227444,10.96443258747448
Bau,Instagram,Influencer - Ogilvy - Boosted Only,472.76,346529,30791,0.08885547818508696,6.160700864353281,12.755724673950835,10.335010194963582
Mm,Instagram,Owned - Boosted Only,1907.7,535670,27038,0.05047510594209121,7.554177661035847,13.191275445626784,10.205035547224519
Bau,Meta,Influencer - Ogilvy - Organic Only,168.27,128681,6515,0.05062907499941716,5.131495073201006,11.765099523663016,8.782015969721936
Flood The Feed,Tiktok,Owned - Boosted Only,575.7,243711,25951,0.10648267825416169,6.357322200621367,12.403742479270928,10.16400395691514
Mm,Instagram,Paid - Brand,836.78,154993,3119,0.02012348944791055,6.7307555361821585,11.951141685474726,8.045588280803528
Mm,Meta,Influencer - Ogilvy - Organic Only,78.34,74025,6105,0.08247213779128673,4.373742415086184,11.212171661828226,8.717027173294824
Mm,Meta,Owned - Boosted Only,13557.91,213556,16621,0.07782970274775702,9.514799174782635,12.271659054941003,9.718482398112972
Mm,Instagram,Paid - Brand,12999.27,265054,4808,0.018139699834750656,9.472725405458766,12.487692630603236,8.478244441277663
Flood The Feed,Meta,Influencer - Ogilvy - Organic Only,1466.95,125710,3867,0.030761275952589293,7.291622148648904,11.741740900693879,8.260492856573185
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,13819.77,3490576,304560,0.08725207530218508,9.533927812122673,15.065577610026086,12.626626674476258
Flood The Feed,Tiktok,Paid - Brand,6945.6,1172796,72719,0.06200481584180028,8.84600761022416,13.974902052130352,11.19437172885136
Mm,Instagram,Paid - Brand,9305.8,375350,14871,0.03961902224590382,9.138500594753138,12.835616867177698,9.60723552940128
Bau,Meta,Owned - Boosted Only,2713.81,158284,5761,0.0363966035733239,7.906477248335417,11.972152484588491,8.659039915644474
Flood The Feed,Meta,Influencer - Cfg - Boosted Only,235.23,617404,26435,0.042816373071765,5.464805906705667,13.33328048949489,10.182481996590344
Flood The Feed,Tiktok,Paid - Partnership,569.42,751075,68422,0.09109875844622707,6.346372931598994,13.52926212402819,11.133464304398764
Flood The Feed,Instagram,Paid - Partnership,11819.13,174961,6240,0.03566509107744011,9.37755928920756,12.072324086469585,8.738895704934043
Mm,Tiktok,Owned - Boosted Only,12224.0,249372,15385,0.061694977784193895,9.411238314343073,12.42670504654398,9.64121328401888
Mm,Meta,Influencer - Ogilvy - Organic Only,257.25,98185,5107,0.0520140551000662,5.553928107999748,11.494618917987586,8.53856321715243
Mm,Meta,Influencer - Cfg - Boosted Only,403.01,313721,19889,0.06339709487092034,6.0014396301300605,12.656262522417846,9.897972371848018
Flood The Feed,Instagram,Influencer - Ogilvy - Boosted Only,273.28,550618,39411,0.0715759383093179,5.614149482416163,13.218798378904925,10.581825617442366
Bau,Meta,Paid - Partnership,6827.64,347431,18832,0.05420356847834534,8.82888081121482,12.75832424138524,9.843365929194746
Mm,Tiktok,Influencer - Ogilvy - Organic Only,168.21,185362,16152,0.08713760101854749,5.131140547080535,12.13007134369691,9.689861069913759
Bau,Tiktok,Paid - Partnership,6734.15,437617,26578,0.06073347241994712,8.815095360311375,12.989101662699161,10.187876709287115
Mm,Instagram,Influencer - Ogilvy - Organic Only,73.55,87669,3867,0.04410909215344078,4.311470041210748,11.381335044582631,8.260492856573185
Flood The Feed,Instagram,Owned - Boosted Only,41124.74,193075,8280,0.042884889291726014,10.624389481826757,12.170839172758507,9.0217190130337
Mm,Meta,Influencer - Ogilvy - Organic Only,72.36,278778,12860,0.046129895472383046,4.295378827948209,12.53817463221955,9.461954755266087
Mm,Tiktok,Paid - Partnership,19372.56,357727,23337,0.06523689852876635,9.871664528878842,12.787528200070053,10.057838212366052
Flood The Feed,Instagram,Owned - Boosted Only,851.48,1222381,45197,0.03697456030484767,6.748149748471915,14.016311972155087,10.718808117053749
Mm,Tiktok,Influencer - Cfg - Boosted Only,4744.45,1047673,113870,0.10868849345167815,8.464941543217495,13.86208302676893,11.642821507710412
